;crime;penalty
84;1a. Kto na drodze publicznej, w strefie zamieszkania lub strefie ruchu prowadzi pojazd inny niż mechaniczny, nie mając do tego uprawnienia,;karze nagany albo karze grzywny do 1500 złotych.
85;§ 1. Kto prowadzi na drodze publicznej, w strefie zamieszkania lub strefie ruchu pojazd, nie mając przy sobie wymaganych dokumentów,;"karze grzywny do 250 złotych albo karze nagany.

Art. 95 prowadzenie pojazdu bez posiadania przy sobie wymaganych dokumentów, zgodnie z art.77 niezachowywanie środków ostrożności przy trzymaniu zwierzęcia ust. 1, z dniem wdrożenia rozwiązań technicznych umożliwiających świadczenie usług określonych w ustawie – ogłoszonym w komunikacie w M.P. przez ministra właściwego do spraw informatyzacji w porozumieniu z ministrem właściwym do spraw transportu otrzyma następujące brzmienie:"
86;1. Kto prowadzi na drodze publicznej, w strefie zamieszkania lub strefie ruchu pojazd, nie mając przy sobie wymaganych dokumentów,;karze grzywny do 250 złotych albo karze nagany.
87;Kto posługuje się dowodem rejestracyjnym zawierającym dane o spełnieniu przez pojazd wymagań technicznych określonych w przepisach ustawy z dnia 11 marca 2004 r. o podatku od towarów i usług (Dz. U. z 2023 r. poz. 1570 i 1598) niezgodne ze stanem faktycznym;karze grzywny do 500 zł.
88;"§ 1. Właściciel, posiadacz, użytkownik lub prowadzący pojazd, który na drodze publicznej, w strefie zamieszkania lub strefie ruchu dopuszcza:
1) do prowadzenia pojazdu osobę niemającą sprawności fizycznej lub psychicznej w stopniu umożliwiającym należyte prowadzenie pojazdu,
2) do prowadzenia pojazdu osobę niemającą wymaganych uprawnień,
3) do prowadzenia pojazdu osobę znajdującą się w stanie po użyciu alkoholu lub podobnie działającego środka,
4) pojazd do jazdy pomimo braku wymaganych dokumentów stwierdzających dopuszczenie pojazdu do ruchu,
5) pojazd do jazdy, pomimo że pojazd nie jest należycie zaopatrzony w wymagane urządzenia i przyrządy albo pomimo że nie nadają się one do spełnienia swego przeznaczenia,
6) do korzystania z pojazdu samochodowego w sposób niezgodny z jego przeznaczeniem,";karze grzywny.
89;§ 1. Kto, nie będąc do tego uprawnionym, posiada w pojeździe urządzenia stanowiące obowiązkowe wyposażenie pojazdu uprzywilejowanego w ruchu, wysyłające sygnały świetlne w postaci niebieskich lub czerwonych świateł błyskowych albo sygnał dźwiękowy o zmiennym tonie, a także elementy oznakowania w postaci napisów,;karze grzywny.
90;2. Kto, nie będąc do tego uprawnionym, używa w pojeździe sygnałów świetlnych w postaci niebieskich lub czerwonych świateł błyskowych albo sygnału dźwiękowego o zmiennym tonie,;karze aresztu do 14 dni albo grzywny.
91;Kto, nie będąc do tego uprawnionym, posługuje się kartą parkingową, o której mowa w art. 8 karta parkingowa osoby niepełnosprawnej ustawy z dnia 20 czerwca 1997 r. – Prawo o ruchu drogowym (Dz. U. z 2023 r. poz. 1047, z późn. zm.),;karze grzywny do 2.000 złotych.
92;Kto, działając w imieniu podmiotu uprawnionego, o którym mowa w art. 80s dowód rejestracyjny pojazdu i tablice rejestracyjne pojazdów ust. 2 ustawy z dnia 20 czerwca 1997 r. – Prawo o ruchu drogowym, przekazuje osobie nieuprawnionej blankiet profesjonalnego dowodu rejestracyjnego lub profesjonalny dowód rejestracyjny, lub profesjonalną tablicę rejestracyjną;karze grzywny do 500 złotych.
93;Kto nie przestrzega zakazu wjazdu do strefy czystego transportu;karze grzywny.
94;Uczestnik ruchu lub inna osoba znajdująca się na drodze publicznej, w strefie zamieszkania lub strefie ruchu, a także właściciel lub posiadacz pojazdu, który wykracza przeciwko innym przepisom ustawy z dnia 20 czerwca 1997 r. – Prawo o ruchu drogowym lub przepisom wydanym na jej podstawie,;karze grzywny do 3.000 złotych albo karze nagany.
95;"Uczestnik ruchu lub inna osoba znajdująca się na drodze publicznej, w strefie zamieszkania lub strefie ruchu, a także kierujący pojazdem, który narusza zakaz:
1) objeżdżania opuszczonych zapór lub półzapór na przejeździe kolejowym, wjeżdżania na przejazd, jeśli opuszczanie zapór lub półzapór zostało rozpoczęte lub podnoszenie ich nie zostało zakończone, oraz wejścia lub wjazdu na przejazd kolejowy za sygnalizator lub za inne urządzenie nadające sygnały, przy sygnale czerwonym, czerwonym migającym lub dwóch na przemian migających sygnałach czerwonych,
2) wjeżdżania na przejazd kolejowy, jeśli po jego drugiej stronie nie ma miejsca do kontynuowania jazdy,";karze aresztu, ograniczenia wolności albo grzywny w wysokości nie niższej niż 2000 złotych.
96;Kto, prowadząc pojazd poza drogą publiczną, strefą zamieszkania lub strefą ruchu, nie zachowuje należytej ostrożności, czym zagraża bezpieczeństwu innej osoby,;karze grzywny albo karze nagany.
97;"1. Kto:
1) (uchylony)
2) niszczy lub uszkadza drogę publiczną lub drogę w strefie zamieszkania, przynależności lub urządzenia drogowe,
3) usuwa lub niszczy zasłony odśnieżne
4) (uchylony)";karze grzywny albo karze nagany.
98;"Kto:
1) zaorywa lub w inny sposób zwęża pas drogowy lub pas przydrożny,
2) włóczy po drodze publicznej lub porzuca na niej przedmioty albo używa pojazdów niszczących nawierzchnię drogi,
3) uszkadza rowy, skarpy nasypów lub wykopów albo samowolnie rozkopuje drogę publiczną,
4) wypasa zwierzę gospodarskie w pasie drogowym,";karze grzywny do 1.000 złotych albo karze nagany.
99;Kto uchyla się od obowiązku oczyszczania i usuwania z odcinków dróg publicznych o twardej nawierzchni, przechodzących przez obszary o zabudowie ciągłej lub skupionej poza miastami i osiedlami, błota, kurzu, śniegu lub lodu,;karze grzywny do 1.000 złotych albo karze nagany.
100;Kto uchyla się od obowiązku utrzymania w należytym stanie zjazdów z dróg publicznych do przyległych nieruchomości,;karze grzywny do 1.000 złotych albo karze nagany.
101;Kto bez ważnej przyczyny uchyla się od nałożonego obowiązku świadczeń osobistych lub rzeczowych, mających na celu zwalczanie zagrożenia przerwania komunikacji na skutek zasp śnieżnych, powodzi lub usuwisk, albo wykonuje te świadczenia nienależycie,;karze grzywny albo karze nagany.
102;Kto skłania do żebrania małoletniego lub osobę bezradną albo pozostającą w stosunku zależności od niego lub oddaną pod jego opiekę,;karze aresztu, ograniczenia wolności albo grzywny.
103;§ 1. Kto przez rażące naruszenie obowiązków wynikających z władzy rodzicielskiej dopuszcza do popełnienia przez nieletniego czynu zabronionego przez ustawę jako przestępstwo, w tym i przestępstwo skarbowe, wykroczenie lub wykroczenie skarbowe i wskazującego na demoralizację nieletniego,;karze grzywny albo karze nagany.
104;2. Jeżeli czyn określony w § 1 popełnia osoba, pod której nadzór odpowiedzialny oddano nieletniego,;karze ograniczenia wolności, grzywny albo karze nagany.
105;Kto, mając obowiązek opieki lub nadzoru nad małoletnim do lat 7 albo nad inną osobą niezdolną rozpoznać lub obronić się przed niebezpieczeństwem, dopuszcza do jej przebywania w okolicznościach niebezpiecznych dla zdrowia człowieka;karze grzywny albo karze nagany.
106;Kto w celu dokuczenia innej osobie złośliwie wprowadza ją w błąd lub w inny sposób złośliwie niepokoi,;karze ograniczenia wolności, grzywny albo karze nagany.
107;§ 1. Kto, włączając się bez uprawnienia w transmisję danych prowadzoną przy użyciu systemu teleinformatycznego, umyślnie udaremnia lub utrudnia użytkownikowi tego systemu przekazywanie lub odbiór informacji,;karze ograniczenia wolności albo grzywny nie niższej niż 1000 złotych.
108;2. Jeżeli sprawca czynu określonego w § 1 używa słów powszechnie uznanych za obelżywe lub w inny sposób dopuszcza się nieobyczajnego wybryku;karze aresztu, ograniczenia wolności albo karze grzywny nie niższej niż 3000 złotych.
109;Kto szczuje psem człowieka,;karze ograniczenia wolności, grzywny albo karze nagany.
110;"§ 1. Kto:
1) zanieczyszcza wodę przeznaczoną do spożycia przez ludzi, lub
2) dostarcza wodę przeznaczoną do spożycia przez ludzi, nie spełniając wymagań określonych w przepisach o zbiorowym zaopatrzeniu w wodę i zbiorowym odprowadzaniu ścieków, lub
3) nie będąc do tego uprawnionym, dostarcza wodę przeznaczoną do spożycia przez ludzi w myśl przepisów o zbiorowym zaopatrzeniu w wodę i zbiorowym odprowadzaniu ścieków";karze grzywny albo karze nagany.
111;2. Kto zanieczyszcza wodę służącą do pojenia zwierząt, znajdującą się poza urządzeniami przeznaczonymi do zaopatrywania ludności w wodę,;karze grzywny do 1.500 złotych albo karze nagany.
112;Kto zatrudnia przy pracy, przy wykonywaniu której istnieje możliwość przeniesienia zakażenia na inne osoby, osobę, która ze względu na stan zdrowia potwierdzony aktualnymi badaniami dla celów sanitarno-epidemiologicznych, w rozumieniu przepisów o zapobieganiu oraz zwalczaniu zakażeń i chorób zakaźnych u ludzi, nie może być zatrudniona przy tego rodzaju pracy lub której stan zdrowia utrudnia utrzymanie higieny osobistej,;karze grzywny.
113;"§ 1. Kto nie dopełnia obowiązku zapewnienia należytego stanu sanitarnego, zwłaszcza w zakresie utrzymania czystości oraz używania przez pracowników wymaganego ubioru:
1) w zakładzie produkującym lub wprowadzającym do obrotu środki spożywcze,
2) w miejscu uzyskiwania mleka,";karze grzywny.
114;Kto nie zachowuje należytej czystości przy świadczeniu usług w zakładach żywienia zbiorowego, w kąpieliskach, zakładach fryzjerskich, kosmetycznych, pralniczych lub noclegowych albo kto dopuszcza do takich czynności osobę dotkniętą chorobą zakaźną,;karze grzywny.
115;Kto odmawia udzielenia organowi służby zdrowia wyjaśnień mogących mieć znaczenie dla wykrycia gruźlicy, choroby wenerycznej lub innej choroby zakaźnej lub źródła zakażenia albo dla zapobiegania szerzeniu się takich chorób,;karze grzywny albo karze nagany.
116;§ 1. Kto, pomimo zastosowania środków egzekucji administracyjnej, nie poddaje się obowiązkowemu szczepieniu ochronnemu przeciwko gruźlicy lub innej chorobie zakaźnej albo obowiązkowemu badaniu stanu zdrowia, mającemu na celu wykrycie lub leczenie gruźlicy, choroby wenerycznej lub innej choroby zakaźnej,;karze grzywny do 1.500 złotych albo karze nagany.
117;"§ 1. Kto, wiedząc o tym, że:
1) jest chory na gruźlicę, chorobę weneryczną lub inną chorobę zakaźną albo podejrzany o tę chorobę,
2) styka się z chorym na chorobę określoną w pkt 1 lub z podejrzanym o to, że jest chory na gruźlicę lub inną chorobę zakaźną,
3) jest nosicielem choroby określonej w pkt 1 lub podejrzanym o nosicielstwo
- nie przestrzega zakazu, nakazu, ograniczenia lub obowiązku, określonego w przepisach o zapobieganiu oraz zwalczaniu zakażeń i chorób zakaźnych u ludzi lub w przepisach o Państwowej Inspekcji Sanitarnej lub nie przestrzega decyzji wydanej na podstawie tych przepisów przez organy inspekcji sanitarnej";karze grzywny albo karze nagany.
118;1a. Kto nie przestrzega zakazu, nakazu, ograniczenia lub obowiązku, określonego w przepisach o zapobieganiu oraz zwalczaniu zakażeń i chorób zakaźnych u ludzi,;karze grzywny albo karze nagany.
119;§ 1. Kto, mając obowiązek utrzymania czystości i porządku w obrębie nieruchomości, nie wykonuje swoich obowiązków lub nie stosuje się do wskazań i nakazów wydanych przez właściwe organy w celu zabezpieczenia należytego stanu sanitarnego i zwalczania chorób zakaźnych;karze grzywny do 1.500 złotych albo karze nagany.
120;"§ 1. Kto:
1) dokonuje uboju zwierzęcia bez wymaganego zezwolenia lub niezgodnie z warunkami określonymi w tym zezwoleniu,
2) usuwa części zwierzęcia przed wykonaniem wymaganego badania po uboju,
3) nie poddaje mięsa badaniu, jeżeli takie badanie jest wymagane";karze grzywny.
121;"2. Kto wprowadza do obrotu mięso:
1) bez wymaganego oznakowania i świadectwa,
2) warunkowo zdatne do spożycia lub niezdatne do spożycia, wbrew określonemu sposobowi jego wykorzystania";karze aresztu albo grzywny.
122;§ 1. Kto kradnie lub przywłaszcza sobie cudzą rzecz ruchomą, jeżeli jej wartość nie przekracza 800 złotych,;karze aresztu, ograniczenia wolności albo grzywny.
123;§ 1. Kto w celu przywłaszczenia dopuszcza się wyrębu drzewa w lesie albo kradnie lub przywłaszcza sobie z lasu drzewo wyrąbane lub powalone, jeżeli wartość drzewa nie przekracza 800 złotych,;karze aresztu, ograniczenia wolności albo grzywny.
124;§ 1. Kto, pomimo nieuiszczenia dwukrotnie nałożonej na niego kary pieniężnej określonej w taryfie, po raz trzeci w ciągu roku bez zamiaru uiszczenia należności wyłudza przejazd koleją lub innym środkiem lokomocji,;karze aresztu, ograniczenia wolności albo grzywny.
125;§ 1. Kto nabywa mienie, wiedząc o tym, że pochodzi ono z kradzieży lub z przywłaszczenia, lub pomaga do jego zbycia albo w celu osiągnięcia korzyści majątkowej mienie to przyjmuje lub pomaga do jego ukrycia, jeżeli wartość mienia nie przekracza 800 złotych,;karze aresztu, ograniczenia wolności albo grzywny.
126;2. Kto nabywa mienie, o którym na podstawie towarzyszących okoliczności powinien i może przypuszczać, że zostało uzyskane za pomocą kradzieży lub przywłaszczenia, lub pomaga do jego zbycia albo w celu osiągnięcia korzyści majątkowej mienie to przyjmuje lub pomaga do jego ukrycia, jeżeli wartość mienia nie przekracza 800 złotych,;karze grzywny albo karze nagany.
127;§ 1. Kto z nienależącego do niego ogrodu bezprawnie zabiera w nieznacznej ilości owoce, warzywa lub kwiaty,;karze grzywny do 250 złotych albo karze nagany.
128;§ 1. Kto cudzą rzecz umyślnie niszczy, uszkadza lub czyni niezdatną do użytku, jeżeli szkoda nie przekracza 800 złotych,;karze aresztu, ograniczenia wolności albo grzywny.
129;Kto w ciągu dwóch tygodni od dnia znalezienia cudzej rzeczy albo przybłąkania się cudzego zwierzęcia nie zawiadomi o tym organu Policji lub innego organu państwowego albo w inny właściwy sposób nie poszukuje posiadacza,;karze grzywny do 500 złotych albo karze nagany.
130;§ 1. Kto zabiera w celu przywłaszczenia, przywłaszcza sobie albo umyślnie niszczy lub uszkadza cudzą rzecz przedstawiającą wartość niemajątkową,;karze grzywny albo karze nagany.
131;§ 1. Kto samowolnie używa cudzej rzeczy ruchomej,;karze grzywny albo nagany.
132;§ 1. Kto w celu osiągnięcia korzyści majątkowej urządza grę hazardową albo użycza do niej środków lub pomieszczenia,;karze aresztu, ograniczenia wolności albo grzywny.
133;"§ 1. Kto:
1) wyrabia, posiada lub nabywa wytrychy, jeżeli nie trudni się zawodem, w którym są one potrzebne,
2) dostarcza wytrychów osobie nietrudniącej się takim zawodem,
3) wyrabia, posiada lub nabywa klucze do cudzego domu, mieszkania lub innego pomieszczenia albo schowania bez zezwolenia osoby uprawnionej lub organu administracji,";karze aresztu, ograniczenia wolności albo grzywny.
134;§ 1. Kto nabywa w celu odprzedaży z zyskiem bilety wstępu na imprezy artystyczne, rozrywkowe lub sportowe albo kto bilety takie sprzedaje z zyskiem,;karze aresztu, ograniczenia wolności albo grzywny.
135;§ 1. Kto przy sprzedaży towaru lub świadczeniu usług oszukuje nabywcę co do ilości, wagi, miary, gatunku, rodzaju lub ceny, jeżeli nabywca poniósł lub mógł ponieść szkodę nieprzekraczającą 100 złotych,;karze aresztu, ograniczenia wolności albo grzywny.
136;Kto, zajmując się sprzedażą towarów w przedsiębiorstwie handlu detalicznego lub w przedsiębiorstwie gastronomicznym, ukrywa przed nabywcą towar przeznaczony do sprzedaży lub umyślnie bez uzasadnionej przyczyny odmawia sprzedaży takiego towaru,;karze grzywny.
137;§ 1. Kto z towarów przeznaczonych do sprzedaży umyślnie usuwa utrwalone na nich oznaczenie określające ich cenę, termin przydatności do spożycia lub datę produkcji, jakość lub ilość nominalną, gatunek lub pochodzenie,;karze aresztu, ograniczenia wolności albo grzywny.
138;2. Kto przeznacza do sprzedaży towary z usuniętym trwałym oznaczeniem ich ceny, terminu przydatności do spożycia lub daty produkcji, jakości, gatunku lub pochodzenia albo towary niewłaściwie oznaczone,;karze ograniczenia wolności albo grzywny do 1.500 złotych.
139;2. Kierownik punktu sprzedaży detalicznej lub zakładu gastronomicznego, który nie ma faktur albo innych dowodów dostawy lub przyjęcia na towary przechowywane w punkcie sprzedaży detalicznej lub zakładzie gastronomicznym,;karze aresztu albo grzywny.
140;Kto, zajmując się zawodowo świadczeniem usług, żąda i pobiera za świadczenie zapłatę wyższą od obowiązującej albo umyślnie bez uzasadnionej przyczyny odmawia świadczenia, do którego jest obowiązany,;"karze grzywny.
(Art. 138 pobieranie zapłaty wyższej od obowiązującej za dane świadczenie lub odmawianie świadczenia przez zobowiązanego - w części zawierającej słowa „albo umyślnie bez uzasadnionej przyczyny odmawia świadczenia, do którego jest obowiązany – został uznany za niezgodny z Konstytucją RP wyrokiem Trybunału Konstytucyjnego z dnia 26 czerwca 2019 r. (sygn. akt K 16/17) i z dniem 4 lipca 2019 r. utracił moc w tym zakresie (Dz. U. z 2019 r. poz. 1238)"
141;§ 1. Kto, będąc zobowiązany na mocy orzeczenia sądu do zaniechania wykorzystywania lub do odwołania zalecenia stosowania ogólnych warunków umów albo wzoru umowy, nie stosuje się do tego obowiązku, zawierając w umowie niedozwolone postanowienia umowne;karze grzywny.
142;§ 1.Kto w zakresie działalności swojego przedsiębiorstwa zawiera z konsumentem umowę o kredyt konsumencki z rażącym naruszeniem wymagań dotyczących informacji przekazywanych konsumentowi przed zawarciem umowy lub treści umowy albo z pominięciem obowiązku doręczenia jej dokumentu,;karze grzywny.
143;"2. Kto w reklamach dotyczących kredytu konsumenckiego zawierających dane dotyczące kosztu kredytu konsumenckiego, nie podaje:
1) stopy oprocentowania kredytu wraz z wyodrębnieniem opłat uwzględnianych w całkowitym koszcie kredytu,
2) całkowitej kwoty kredytu,
3) rzeczywistej rocznej stopy oprocentowania,";karze grzywny.
144;3. Kto przyjmuje od konsumenta czek niezawierający zastrzeżenia „nie na zlecenie” lub innego równoznacznego w celu spełnienia lub zabezpieczenia świadczenia wynikającego z umowy o kredyt konsumencki;karze grzywny.
145;3a. Kto przyjmuje od konsumenta weksel niezawierający zastrzeżenia „nie na zlecenie” lub innego równoznacznego w celu spełnienia lub zabezpieczenia świadczenia wynikającego z umowy zawartej z konsumentem;karze grzywny.
146;§ 1. Kto, podejmując zadania przewodnika górskiego na określonym obszarze górskim wprowadza w błąd co do posiadanych uprawnień;karze ograniczenia wolności albo grzywny.
147;"§ 1. Kto w zakresie działalności swojego przedsiębiorstwa:
1) zawiera z konsumentem umowę timeshare, umowę o długoterminowy produkt wakacyjny, umowę pośrednictwa w odsprzedaży timeshare lub długoterminowego produktu wakacyjnego, lub umowę o uczestnictwo w systemie wymiany, bez zachowania właściwych wymogów, dotyczących jej treści lub formy,
2) żąda od konsumenta, z którym zawarł umowę timeshare, umowę o długoterminowy produkt wakacyjny lub umowę o uczestnictwo w systemie wymiany, świadczenia przed upływem określonego w ustawie terminu do odstąpienia od umowy, lub świadczenie takie przed upływem tego terminu od konsumenta przyjmuje,
3) żąda od konsumenta, z którym zawarł umowę pośrednictwa w odsprzedaży timeshare lub długoterminowego produktu wakacyjnego, świadczenia przed rozwiązaniem umowy lub przed doprowadzeniem do nabycia lub zbycia przez konsumenta praw z umowy timeshare lub z umowy o długoterminowy produkt wakacyjny, lub świadczenie takie przed rozwiązaniem umowy lub przed doprowadzeniem do nabycia lub zbycia przez konsumenta praw z umowy timeshare lub z umowy o długoterminowy produkt wakacyjny od konsumenta przyjmuje,
4) żąda od konsumenta, z którym zawarł umowę przedwstępną, zobowiązującą do zawarcia umowy timeshare, umowy o długoterminowy produkt wakacyjny, umowy pośrednictwa w odsprzedaży timeshare lub długoterminowego produktu wakacyjnego, lub umowy o uczestnictwo w systemie wymiany, świadczenia określonego w umowie przedwstępnej przed upływem terminu do odstąpienia od umowy przedwstępnej, lub świadczenie takie przed upływem tego terminu od konsumenta przyjmuje";karze ograniczenia wolności albo grzywny.
148;2. Kto zawierając umowę timeshare sprzecznie z treścią nabywanego prawa oświadcza, że przedmiotem umowy jest własność;karze grzywny.
149;3. Kto w zakresie działalności swojego przedsiębiorstwa, po upływie określonego w ustawie terminu do odstąpienia od umowy timeshare, umowy o długoterminowy produkt wakacyjny, umowy pośrednictwa w odsprzedaży timeshare lub długoterminowego produktu wakacyjnego lub umowy o uczestnictwo w systemie wymiany, nie przekazuje konsumentowi informacji wymaganych ustawą;karze grzywny.
150;Kto w zakresie działalności swojego przedsiębiorstwa zawierając umowę z konsumentem nie spełnia wymagań dotyczących udzielenia informacji lub wydania dokumentu, przewidzianych w przepisach ustawy z dnia 30 maja 2014 r. o prawach konsumenta (Dz. U. z 2020 r. poz. 287, z 2021 r. poz. 2105, z 2022 r. poz. 2337 i 2581 oraz z 2023 r. poz. 1285);karze grzywny.
151;§ 1. Kto w zakresie działalności swojego przedsiębiorstwa przyjmuje od konsumenta płatność przed upływem terminu do odstąpienia od umowy zawartej na odległość lub poza lokalem przedsiębiorstwa, w przypadkach określonych w art. 17a niedopuszczalność przyjęcia przez przedsiębiorcę płatności ustawy z dnia 30 maja 2014 r. o prawach konsumenta;karze grzywny.
152;Kto publicznie dopuszcza się nieobyczajnego wybryku,;karze aresztu, ograniczenia wolności, grzywny do 1.500 złotych albo karze nagany.
153;Kto w miejscu publicznym umieszcza nieprzyzwoite ogłoszenie, napis lub rysunek albo używa słów nieprzyzwoitych,;karze ograniczenia wolności, grzywny do 1.500 złotych albo karze nagany.
154;Kto natarczywie, narzucając się lub w inny naruszający porządek publiczny sposób, proponuje innej osobie dokonanie z nią czynu nierządnego, mając na celu uzyskanie korzyści materialnej,;karze aresztu, ograniczenia wolności albo grzywny.
155;§ 1. Kto ze złośliwości lub swawoli utrudnia lub uniemożliwia korzystanie z urządzeń przeznaczonych do użytku publicznego, a w szczególności uszkadza lub usuwa przyrząd alarmowy, instalację oświetleniową, zegar, automat, telefon, oznaczenie nazwy miejscowości, ulicy, placu lub nieruchomości, urządzenie służące do utrzymania czystości lub ławkę,;karze aresztu, ograniczenia wolności albo grzywny.
156;§ 1. Kto na terenach przeznaczonych do użytku publicznego niszczy lub uszkadza roślinność lub też dopuszcza do niszczenia roślinności przez zwierzęta znajdujące się pod jego nadzorem albo na terenach przeznaczonych do użytku publicznego depcze trawnik lub zieleniec w miejscach innych niż wyznaczone dla celów rekreacji przez właściwego zarządcę terenu,;karze grzywny do 1.000 złotych albo karze nagany.
157;2. Kto usuwa, niszczy lub uszkadza drzewa lub krzewy stanowiące zadrzewienie przydrożne lub ochronne albo żywopłot przydrożny,;karze aresztu, ograniczenia wolności albo grzywny.
158;§ 1. Kto zanieczyszcza lub zaśmieca obszar kolejowy lub miejsca dostępne dla publiczności, a w szczególności drogę, ulicę, plac, ogród, trawnik lub zieleniec,;karze grzywny nie niższej niż 500 złotych.
159;§ 1. Kto nie dopełnia w terminie obowiązku zgłoszenia w urzędzie stanu cywilnego faktu urodzenia lub zgonu,;karze grzywny do 250 złotych albo karze nagany.
160;§ 1. Kto wykonuje działalność leczniczą lub prowadzi zakład leczniczy dla zwierząt bez wymaganego wpisu do rejestru lub ewidencji,;karze aresztu, ograniczenia wolności albo grzywny.
161;"§ 1. Kto:
1) dokonuje w nienależącym do niego lesie wyrębu gałęzi, korzeni lub krzewów, niszczy je lub uszkadza albo karczuje pniaki,
2) zabiera z nienależącego do niego lasu wyrąbane gałęzie, korzenie lub krzewy albo wykarczowane pniaki,";karze grzywny.
162;Kto nabywa gałęzie, korzenie, krzewy lub pniaki wiedząc o tym, że pochodzą one z wykroczenia określonego w art. 148 wyrąb i kradzież w cudzym lesie, lub pomaga do ich zbycia albo w celu osiągnięcia korzyści majątkowej przyjmuje je lub pomaga do ich ukrycia,;karze grzywny.
163;§ 1. Kto uszkadza nienależący do niego ogród warzywny, owocowy lub kwiatowy, drzewo owocowe lub krzew owocowy,;karze ograniczenia wolności albo grzywny do 1.500 złotych.
164;§ 1. Kto pasie zwierzęta gospodarskie na nienależących do niego gruntach leśnych lub rolnych albo przez takie grunty w miejscach, w których jest to zabronione, przechodzi, przejeżdża lub przegania zwierzęta gospodarskie,;karze grzywny do 500 złotych albo karze nagany.
165;2. Jeżeli grunt jest zaorany, zasiany lub obsadzony, znajduje się w stanie sztucznego zalesienia, naturalnego odnowienia lub stanowi młodnik leśny do lat 20, sprawca;karze grzywny.
166;§ 1. Kto niszczy lub użytkuje kosodrzewinę znajdującą się na siedliskach naturalnych w górach lub na torfowiskach,;karze grzywny do 1.000 złotych albo karze nagany.
167;"§ 1. Kto w nienależącym do niego lesie:
1) wydobywa żywicę lub sok brzozowy, obrywa szyszki, zdziera korę, nacina drzewo lub w inny sposób je uszkadza,
2) zbiera mech lub ściółkę,
3) zbiera gałęzie, korę, wióry, trawę, wrzos, szyszki lub zioła albo zdziera darń,
4) zbiera grzyby lub owoce leśne w miejscach, w których jest to zabronione, albo sposobem niedozwolonym,";karze grzywny do 250 złotych albo karze nagany.
168;" 1. Kto na nienależącym do niego gruncie leśnym lub rolnym:
1) wydobywa piasek, margiel, żwir, glinę lub torf,
2) niszczy lub uszkadza urządzenia służące do utrzymania zwierząt lub ptaków,
3) (uchylony)
4) kopie dół lub rów";karze grzywny do 1.000 złotych albo karze nagany.
169;2. Kto na nienależący do niego grunt polny wyrzuca kamienie, odpady, złom lub padlinę niebędące odpadami lub inne nieczystości,;karze grzywny nie niższej niż 500 złotych.
170;§ 1. Kto na gruncie leśnym lub rolnym niszczy lub uszkadza urządzenia melioracyjne,;karze grzywny.
171;§ 1. Kto na nienależącym do niego gruncie leśnym lub rolnym niszczy zasiewy, sadzonki lub trawę,;karze grzywny do 500 złotych albo karze nagany.
172;§ 1. Kto wbrew żądaniu osoby uprawnionej nie opuszcza lasu, pola, ogrodu, pastwiska, łąki lub grobli,;karze grzywny do 500 złotych lub karze nagany.
173;§ 1. Właściciel lub posiadacz lasu, który dokonuje wyrębu drzewa w należącym do niego lesie albo w inny sposób pozyskuje z tego lasu drewno niezgodnie z planem urządzenia lasu, uproszczonym planem urządzenia lasu lub decyzją określającą zadania z zakresu gospodarki leśnej albo bez wymaganego pozwolenia,;karze grzywny.
174;Kto, wbrew ciążącemu na nim obowiązkowi w zakresie ochrony lasów, nie wykonuje zabiegów zapobiegających, wykrywających i zwalczających nadmiernie pojawiające się i rozprzestrzeniające się organizmy szkodliwe,;karze grzywny.
175;§ 1. Kto, działając bez wymaganego zezwolenia, zmienia las na uprawę rolną,;karze grzywny.
176;Kto, nie będąc do tego uprawniony albo bez zgody właściciela lub posiadacza lasu, wjeżdża pojazdem silnikowym, zaprzęgowym lub motorowerem do nienależącego do niego lasu w miejscu, w którym jest to niedozwolone, albo pozostawia taki pojazd w lesie w miejscu do tego nieprzeznaczonym,;karze grzywny.
177;§ 1. Kto w lasach zanieczyszcza glebę lub wodę albo wyrzuca do lasu kamienie, odpady, złom lub padlinę niebędące odpadami lub inne nieczystości, albo w inny sposób zaśmieca las,;karze ograniczenia wolności albo grzywny nie niższej niż 500 złotych.
178;2. Jeżeli czyn sprawcy polega na zakopywaniu, zatapianiu, odprowadzaniu do gruntu w lasach lub w inny sposób składowaniu w lesie odpadów, sprawca;karze aresztu, ograniczenia wolności albo grzywny nie niższej niż 1000 złotych.
179;Kto w lesie rozgarnia ściółkę i niszczy grzyby lub grzybnię,;karze grzywny albo karze nagany.
180;Kto wybiera jaja lub pisklęta, niszczy lęgowiska lub gniazda ptasie albo niszczy legowiska, nory lub mrowiska znajdujące się w lesie albo na nienależącym do niego gruncie rolnym,;karze grzywny albo karze nagany.
181;Kto w lesie, w sposób złośliwy, płoszy albo ściga, chwyta, rani lub zabija dziko żyjące zwierzę, poza czynnościami związanymi z polowaniem lub ochroną lasów, jeżeli czyn z mocy innego przepisu nie jest zagrożony karą surowszą,;karze grzywny albo karze nagany.
